id,¸g«×,½n«×
CC6212F06,120.5425797,23.9100855
CC6212F07,120.5141349,23.8703264
CC6212F08,120.5879711,24.0916082
CC6212F51,120.53691,24.19581
CC6212F52,120.590873,24.295344
CC6212F54,120.657933,24.327336
CC6212F56,120.665529,24.110858
CC6212F61,120.729028,24.329573
CC6212F64,120.575391,24.247317
CC6212F65,120.5795,24.191868
CC6212F72,120.730085,24.254966
CC6212F73,120.691563,24.160479
CC6212F74,120.705591,23.765988
CC6212F75,120.563782,24.232833
CC6212F76,120.730825,24.112386
CC6212F78,120.696369,24.069697
CC6212F79,120.576032,23.946917
CC6212F80,120.626294,24.114349
CC6212F81,120.747771,24.266352
CC6212F82,120.672026,24.146558
CC6212F83,120.682137,24.17897
CC6212F84,120.965435,23.973335
CC6212F85,120.809097,24.250061
CC6212F86,120.707603,24.22685
CC6212F87,120.7965936,23.8212107
CC6212F88,120.66271,24.070321
CC6212F89,120.557334,24.001504
CC6212F90,120.531628,23.894647
CC6212F91,120.685094,24.168952
CC6212F93,120.6850678,23.9742617
CC6212F94,120.725344,24.109001
CC6212F95,120.680293,23.954977
CC6212F96,120.4415893,24.0517335
CC6212F97,120.6478584,24.0772085
CC6212F98,120.683235,24.128993
CC6212F99,120.610416,24.201736
CC6212G03,120.676435,24.241995
CC6212G21,120.650477,24.211371
CC6212G22,121.085898,24.003896
CC6212G23,120.718455,24.243164
CC6212G28,120.599177,24.308691
CC6212G29,120.582923,24.249704
CC6212G31,120.470656,23.913827
CC6212G41,120.703829,24.115165
CC6212G46,120.543483,24.176052
CC6212G49,120.641266,24.229878
CC6212G50,120.6786387,23.9870478
CC6212G52,120.675445,23.955666
CC6212G54,120.928141,23.97196
CC6212G58,120.509972,24.157033
CC6212G60,120.941574,23.956293
CC6212G67,120.684321,24.096687
CC6212G68,120.543392,24.159705
CC6212G69,120.83703,24.230483
CC6212G73,120.566347,24.089665
CC6212G74,120.459096,23.879211
CC6212G77,120.694079,24.170925
CC6212G81,120.708771,24.311075
CC6212G86,120.504393,24.041256
CC6212G87,120.686271,24.194595
CC6212G90,120.672294,23.958631
CC6212G91,120.422323,24.075002
CC6212G92,120.485231,24.084591
CC6212G93,120.526569,23.865927
CC6212G95,120.66885,24.214502
CC6212G99,120.596629,23.856331
CC6212H03,120.656975,24.200714
CC6212H04,120.628945,24.205742
CC6212H08,120.684311,23.918002
CC6212H09,120.3608386,23.8907246
CC6212H10,120.5858078,23.9677355
CC6212H11,120.573525,24.185554
GG6212A01,120.89183,24.705756
GG6212A02,120.749733,24.377591
GG6212A04,120.759627,24.39039
GG6212A06,120.813052,24.538515
GG6212A07,120.876252,24.660792
GG6212A09,120.657893,24.451907
GG6212A10,120.699396,24.550595
GG6212A11,120.776944,24.593449
GG6212A13,120.873743,24.658844
GG6212A14,120.942447,24.681949
GG6212A16,120.813699,24.539762
GG6212A18,120.922219,24.703059
GG6212A19,120.930761,24.685367
GG6212A21,120.892798,24.691931
GG6212A22,120.796089,24.587605
GG6212A23,120.955279,24.642733
GG6212A26,120.863166,24.638587
GG6212A29,120.867162,24.706587
GG6212A30,120.647317,24.442302
GG6212A32,120.873859,24.449075
GG6212A36,120.786191,24.480702
GG6212A40,120.921041,24.702454
GG6212A44,120.904429,24.739276
GG6212A47,120.90429,24.738632
GG6212A48,120.906826,24.730465
GG6212A50,120.849008,24.574118
GG6212A51,120.810517,24.500435
GG6212A53,120.882951,24.637343
GG6212A57,120.802011,24.530872
GG6212A59,120.810764,24.544457
GG6212A60,120.830041,24.601762
GG6212A61,120.815061,24.572637
GG6212A63,120.780021,24.60122
GG6212A64,120.866221,24.673241
GG6212A65,120.882098,24.6707
GG6212A68,120.661458,24.406888
GG6212A69,120.819241,24.526909
GG6212A71,120.872998,24.691959
GG6212A72,120.701093,24.496192
GG6212A73,120.779444,24.448675
GG6212A76,120.888974,24.694353
GG6212A77,120.809277,24.64256
GG6212A79,120.665034,24.401522
GG6212A80,120.921424,24.715052
GG6212A81,120.942503,24.681735
GG6212A83,120.860367,24.656881
GG6212A84,120.828285,24.496411
GG6212A85,120.924865,24.689146
GG6212A86,120.824622,24.593347
GG6212A88,120.819185,24.528153
GG6212A89,120.854896,24.672384
GG6212A90,120.712756,24.569818
GG6212A91,120.85448,24.672137
GG6212A93,120.860846,24.693316
GG6212A94,120.888308,24.704463
GG6212A95,120.810241,24.567054
GG6212A96,120.825242,24.511876
GG6212A97,120.705201,24.556942
GG6212A98,120.883,24.671968
HH6212A02,120.995405,24.858865
HH6212A04,121.034316,24.843873
HH6212A10,121.074575,24.753042
HH6212A15,120.979887,24.803159
HH6212A16,120.995392,24.818435
HH6212A17,120.980829,24.812655
HH6212A18,120.92631,24.787003
HH6212A19,121.047815,24.827372
HH6212A20,121.023004,24.87576
HH6212A24,120.997184,24.825788
HH6212A30,121.032722,24.81664
HH6212A32,121.050804,24.910646
HH6212A33,121.085677,24.764381
HH6212A34,121.048626,24.784361
HH6212A35,120.996674,24.865717
HH6212A36,121.057663,24.898844
HH6212A37,120.998571,24.870801
HH6212A38,120.961042,24.809554
HH6212A39,121.076752,24.77084
HH6212A42,120.961732,24.856229
HH6212A44,120.994081,24.842989
HH6212A45,120.954949,24.873589
HH6212A48,121.009819,24.772097
HH6212A54,121.043264,24.811021
HH6212A55,121.041716,24.778438
HH6212A58,121.095145,24.752199
HH6212A59,120.978412,24.767987
HH6212A60,120.92719,24.827236
HH6212A61,121.018131,24.875187
HH6212A65,121.071923,24.774566
HH6212A68,120.955647,24.818139
HH6212A69,121.049338,24.827285
HH6212A71,121.06425,24.787952
HH6212A72,121.017081,24.874337
HH6212A77,121.0959812,24.8212246
HH6212A79,121.073772,24.775377
HH6212A83,121.054614,24.797364
HH6212A84,121.17231,24.754918
HH6212A85,121.035651,24.895898
HH6212A89,121.01993,24.78934
HH6212A90,120.957794,24.823889
HH6212A91,121.024395,24.848317
HH6212A92,120.967469,24.813649
HH6212A93,121.041568,24.891161
HH6212A94,121.023116,24.813467
HH6212B03,121.199383,24.811924
HH6212B07,120.929287,24.839504
HH6212B08,121.011208,24.882922
HH6212B09,120.954221,24.754494
HH6212B11,120.980971,24.821529
HH6212B15,120.980713,24.821192
HH6212B16,121.032578,24.82526
HH6212B18,121.022027,24.686498
HH6212B19,121.01973,24.857379
HH6212B21,120.995738,24.818978
HH6212B25,121.036984,24.880015
HH6212B26,121.005453,24.759692
HH6212B27,121.002419,24.801041
HH6212B28,121.094287,24.737643
HH6212B29,120.985269,24.840863
II6212A02,120.409202,23.684667
II6212A04,120.43992,23.475378
II6212A05,120.447799,23.269485
II6212A16,120.386296,23.496084
II6212A25,120.334423,23.619786
II6212A26,120.468585,23.627835
II6212A34,120.549309,23.627638
II6212A39,120.322969,23.560491
II6212A41,120.452524,23.266292
II6212A44,120.47366,23.660489
II6212A50,120.246861,23.434266
II6212A57,120.474858,23.452018
II6212A65,120.288633,23.586599
II6212A67,120.162985,23.610148
II6212A73,120.248229,23.68025
II6212A76,120.432301,23.452312
II6212A78,120.241001,23.457239
II6212A80,120.302257,23.304211
II6212A84,120.456083,23.495458
II6212A87,120.293889,23.308471
II6212A88,120.468132,23.790575
II6212A92,120.258314,23.741569
II6212A95,120.293148,23.460766
II6212A97,120.304707,23.599351
II6212A98,120.495268,23.445085
II6212A99,120.320557,23.684725
II6212B05,120.276196,23.438236
II6212B07,120.46111,23.530131
II6212B08,120.198509,23.459979
II6212B09,120.34074,23.492564
II6212B11,120.419286,23.440982
II6212B15,120.438209,23.528262
II6212B19,120.39175,23.671045
II6212B20,120.456038,23.443729
II6212B21,120.435809,23.485497
II6212B24,120.412502,23.450547
II6212B29,120.354538,23.332562
II6212B34,120.193619,23.708717
II6212B35,120.525046,23.69452
II6212B36,120.194797,23.54926
II6212B39,120.442806,23.715868
II6212B43,120.423415,23.522418
II6212B45,120.432166,23.462267
II6212B47,120.464348,23.506287
II6212B48,120.327517,23.719909
II6212B49,120.317084,23.301881
II6212B50,120.334969,23.283217
II6212B51,120.50707,23.602101
II6212B52,120.377841,23.389452
II6212B53,120.380082,23.496805
II6212B54,120.412388,23.355662
II6212B55,120.428309,23.476522
II6212B61,120.29959,23.569514
II6212B62,120.493471,23.603935
II6212B65,120.437276,23.531358
II6212B67,120.460426,23.596819
II6212B69,120.597195,23.734799
II6212B70,120.442261,23.453137
II6212B71,120.431414,23.513395
II6212B76,120.225575,23.636096
II6212B78,120.246059,23.750716
II6212B79,120.536802,23.672839
II6212B81,120.475219,23.792357
II6212B82,120.470495,23.524662
II6212B92,120.412045,23.345339
II6212B96,120.561878,23.714622
II6212B97,120.54869,23.700307
II6212B98,120.589103,23.72719
II6212B99,120.406493,23.328776
II6212C01,120.470753,23.477723
II6212C03,120.372686,23.259745
II6212C04,120.49894,23.445156
II6212C06,120.539474,23.44301
II6212C07,120.436026,23.435661
II6212C10,120.43266,23.708984
II6212C23,120.498109,23.494633
II6212C24,120.352517,23.338976
II6212C26,120.47173,23.459729
II6212C28,120.515535,23.442469
II6212C30,120.315571,23.270839
II6212C31,120.414094,23.484257
II6212C33,120.494919,23.68502
II6212C34,120.359084,23.766026
II6212C36,120.449062,23.707783
II6212C38,120.537754,23.675118
II6212C39,120.498173,23.68625
II6212C41,120.460748,23.697856
II6212C43,120.456827,23.501309
II6212C46,120.433556,23.454162
II6212C47,120.439982,23.797918
II6212C48,120.440951,23.717687
II6212C49,120.403762,23.490151
II6212C50,120.659427,23.428901
II6212C51,120.398269,23.492276
II6212C52,120.460655,23.697178
II6212C53,120.3791627,23.4415595
II6212C55,120.288598,23.794577
II6212C57,120.2860699,23.3089335
II6212C58,120.4471919,23.6039806
II6212C59,120.5695657,23.6784393
II6212C60,120.423054,23.48566
KK6212A01,121.561305,25.291104
KK6212A02,121.725866,25.117622
KK6212A05,121.649826,25.209412
KK6212A08,121.988629,25.010545
KK6212A09,121.988973,25.01075
KK6212A10,121.794734,25.110387
KK6212A11,121.823495,25.121143
KK6212A12,121.502712,25.26171
KK6212A13,121.502675,25.261151
KK6212A14,121.630347,25.224753
KK6212A28,121.68296,25.072939
KK6212A35,121.722297,25.144793
KK6212A36,121.725972,25.14662
KK6212A37,121.779293,25.128651
KK6212A43,121.477692,25.259802
KK6212A45,121.785433,25.102939
KK6212A46,121.736232,25.152578
KK6212A47,121.684786,25.082742
KK6212A48,121.68346,25.075535
KK6212A49,121.726613,25.105983
KK6212A50,121.699804,25.148646
LL6212A02,121.767441,24.8115961
LL6212A03,121.7537092,24.6713157
LL6212A06,121.7987519,24.8402157
LL6212A07,121.8031969,24.624456
LL6212A09,121.833375,24.627137
LL6212A10,121.8333461,24.5204876
LL6212A14,121.7802156,24.6823932
LL6212A17,121.768521,24.724123
LL6212A20,121.771834,24.7503597
LL6212A21,121.7837062,24.7832732
LL6212A22,121.7636138,24.6722006
LL6212A23,121.7657531,24.7301356
LL6212A24,121.7868697,24.8371748
LL6212A25,121.7685764,24.724313
LL6212A26,121.765367,24.802044
LL6212A29,121.7780295,24.6821801
LL6212A30,121.7259001,24.698219
LL6212A32,121.7606624,24.7821213
LL6212A33,121.7906866,24.4618976
LL6212A34,121.745427,24.7755131
LL6212A35,121.7588711,24.7750586
LL6212A36,121.8189124,24.6150917
LL6212A37,121.7817212,24.7704407
LL6212A38,121.717647,24.669902
LL6212A39,121.831598,24.634281
LL6212A41,121.758707,24.771714
LL6212A42,121.767011,24.686504
LL6212A44,121.7275964,24.7635455
LL6212A45,121.7592289,24.7796895
LL6212A47,121.8269058,24.6163456
LL6212A48,121.8309668,24.6140131
LL6212A49,121.7885734,24.6833954
LL6212W03,121.870178,24.586309
MM6212A01,119.588287,23.564197
MM6212A03,119.599376,23.529376
MM6212A05,119.583273,23.569529
MM6212A06,119.594097,23.561749
MM6212A07,119.571483,23.570497
MM6212A09,119.593948,23.56925
NN6212A01,120.234501,22.99799
NN6212A13,120.236542,23.054105
NN6212A15,120.519165,23.075339
NN6212A20,120.2438945,22.9740182
NN6212A21,120.243757,22.928269
NN6212A26,120.134643,23.068605
NN6212A30,120.265145,23.129922
NN6212A31,120.28111,23.031834
NN6212A39,120.139699,23.053937
NN6212A41,120.229075,23.179718
NN6212A53,120.203188,23.036083
NN6212A54,120.210493,23.264708
NN6212A55,120.682733,23.097615
NN6212A60,120.2701815,22.9541607
NN6212A62,120.292333,22.967312
NN6212A63,120.24023,22.959614
NN6212A66,120.210289,23.090841
NN6212A69,120.250323,22.991699
NN6212A73,120.131571,23.102895
NN6212A74,120.270424,23.165101
NN6212A76,120.225736,23.030359
NN6212A77,120.23753,23.016927
NN6212A78,120.3510958,23.2262829
NN6212A80,120.367588,23.079025
NN6212A81,120.317847,23.076423
NN6212A82,120.2273966,22.9648222
NN6212A83,120.268621,23.189186
NN6212A85,120.216653,23.022138
NN6212A87,120.2239694,22.9222237
NN6212A88,120.2192856,22.9469493
NN6212A89,120.2483881,22.8873107
NN6212A92,120.274108,22.969206
NN6212A96,120.203658,23.112832
NN6212B01,120.176404,23.058272
NN6212B04,120.294279,22.979604
NN6212B06,120.256624,22.980313
NN6212B08,120.217402,23.023399
NN6212B14,120.243206,23.035406
NN6212B15,120.189851,23.054323
NN6212B17,120.349732,23.216287
NN6212B21,120.188564,23.048202
NN6212B27,120.23898,23.017215
NN6212B31,120.132076,23.102204
NN6212B32,120.318365,23.106515
NN6212B33,120.308659,23.000815
NN6212B34,120.287763,22.974015
NN6212B38,120.353885,22.874722
NN6212B39,120.299712,23.05361
NN6212B42,120.471282,23.115928
NN6212B44,120.21872,22.950791
NN6212B45,120.320274,23.126577
NN6212B47,120.134902,23.075255
NN6212B48,120.213866,23.07386
NN6212B53,120.389715,23.062381
NN6212B58,120.2295156,22.9815304
NN6212B61,120.188756,23.165397
NN6212B63,120.185473,23.185241
NN6212B64,120.2723079,22.9208549
NN6212B65,120.186048,23.008071
NN6212B66,120.2240544,23.009869
NN6212B71,120.168264,23.155414
NN6212B76,120.189643,23.034223
NN6212B78,120.295472,22.975459
NN6212B82,120.489387,23.160334
NN6212B83,120.131636,23.133493
NN6212B89,120.307698,23.21425
NN6212B90,120.186538,22.886346
NN6212C05,120.251412,23.2334
NN6212C06,120.158149,23.191797
NN6212C07,120.2504234,22.8801542
NN6212C10,120.208702,23.098758
NN6212C11,120.196167,22.998904
NN6212C12,120.190222,23.030164
NN6212C13,120.235635,23.109967
NN6212C15,120.208594,23.011675
NN6212C17,120.33089,23.06088
NN6212C20,120.249633,23.124288
NN6212C21,120.295045,23.035748
NN6212C22,120.434811,23.138319
NN6212C23,120.194914,23.080304
NN6212C24,120.134516,23.155907
NN6212C25,120.238795,23.017101
NN6212C47,120.273589,23.000817
NN6212C52,120.337351,23.06435
NN6212C53,120.257498,22.996471
NN6212C56,120.262426,23.017795
NN6212C57,120.241344,23.049192
NN6212C59,120.318633,23.11643
NN6212C60,120.183524,22.9462001
NN6212C61,120.246584,23.176542
NN6212C65,120.2738537,22.9200864
NN6212C67,120.573345,23.064178
NN6212C68,120.2171499,22.9573313
NN6212C69,120.221462,22.8766809
NN6212C71,120.218728,23.023017
NN6212C74,120.232885,23.037943
NN6212C75,120.2077451,22.9060148
NN6212C77,120.257439,22.988188
NN6212C79,120.454514,23.121455
NN6212C80,120.246863,23.162921
NN6212C82,120.1786769,22.9505738
NN6212C83,120.249594,22.998728
NN6212C86,120.304551,23.084679
NN6212C87,120.34114,23.164506
NN6212C88,120.337342,23.180036
NN6212C89,120.2584614,23.1929709
NN6212C90,120.21608,23.041706
NN6212C91,120.181425,23.163981
NN6212C92,120.332392,22.94713
NN6212C93,120.3212735,22.8803454
NN6212C94,120.216338,23.176261
NN6212C95,120.341329,23.222768
NN6212C96,120.3332253,22.8854759
NN6212C97,120.109626,23.214788
NN6212C98,120.205711,23.001639
NN6212C99,120.324816,23.142476
NN6212D01,120.243019,22.989669
NN6212D02,120.2874931,22.8305168
NN6212D03,120.2728647,22.8486171
NN6212D04,120.2655658,22.9912387
NN6212D05,120.303892,22.965406
NN6212W01,120.084635,23.210822
SS6212A01,120.2738582,22.8171075
SS6212A02,120.4628674,22.6234424
SS6212A04,120.592765,22.669381
SS6212A05,120.488992,22.727916
SS6212A09,120.615528,22.334253
SS6212A10,120.467117,22.613657
SS6212A11,120.495107,22.883095
SS6212A15,120.32634,22.62999
SS6212A16,120.315458,22.653318
SS6212A17,120.713686,22.070133
SS6212A18,120.317004,22.787428
SS6212A19,120.303119,22.65003
SS6212A20,120.339282,22.742564
SS6212A23,120.316726,22.61823
SS6212A27,120.558517,22.447616
SS6212A29,120.614777,22.784767
SS6212A30,120.290315,22.717805
SS6212A32,120.540898,22.634731
SS6212A35,120.3623166,22.759425
SS6212A36,120.523418,22.541299
SS6212A41,120.2308071,22.846814
SS6212A45,120.551528,22.735748
SS6212A46,120.321352,22.666835
SS6212A48,120.483327,22.8980591
SS6212A53,120.462171,22.824459
SS6212A59,120.358429,22.584558
SS6212A62,120.601999,22.374414
SS6212A63,120.459803,22.53741
SS6212A65,120.281044,22.80165
SS6212A72,120.317283,22.671188
SS6212A77,120.319617,22.678412
SS6212A78,120.485416,22.637405
SS6212A79,120.303675,22.668683
SS6212A80,120.308574,22.652411
SS6212A83,120.572325,22.504747
SS6212A85,120.340946,22.636675
SS6212A86,120.3442639,22.7322519
SS6212A87,120.299356,22.676844
SS6212A89,120.53653,22.8855601
SS6212A90,120.4854684,22.6434749
SS6212A96,120.331797,22.647185
SS6212A97,120.303712,22.665634
SS6212A99,120.349153,22.562208
SS6212B01,120.557275,22.594568
SS6212B06,120.282709,22.630458
SS6212B08,120.348315,22.695655
SS6212B12,120.420192,22.590255
SS6212B15,120.531588,22.512973
SS6212B27,120.290208,22.721625
SS6212B28,120.587362,22.625219
SS6212B29,120.29096,22.812994
SS6212B31,120.399299,22.658849
SS6212B33,120.341661,22.565294
SS6212B34,120.409434,22.582287
SS6212B36,120.374963,22.504265
SS6212B38,120.409733,22.53984
SS6212B39,120.591179,22.691141
SS6212B42,120.519878,22.6688
SS6212B43,120.516475,22.574487
SS6212B44,120.383078,22.636499
SS6212B45,120.4890573,22.9076343
SS6212B46,120.343381,22.602959
SS6212B48,120.411985,22.548381
SS6212B50,120.402968,22.591286
SS6212B51,120.39863,22.495695
SS6212B55,120.405576,22.640035
SS6212B64,120.359746,22.730913
SS6212B66,120.2518822,22.8082093
SS6212B69,120.35355,22.615777
SS6212B70,120.503285,22.693668
SS6212B73,120.369129,22.703593
SS6212B76,120.421215,22.579787
SS6212B77,120.304707,22.596944
SS6212B78,120.370174,22.529633
SS6212B81,120.3354062,22.6743693
SS6212B83,120.325334,22.712263
SS6212B86,120.360332,22.598152
SS6212B87,120.299091,22.715746
SS6212B89,120.321686,22.69415
SS6212B92,120.621721,22.52778
SS6212B96,120.362799,22.751548
SS6212C05,120.28097,22.790406
SS6212C06,120.352414,22.751508
SS6212C07,120.489652,22.693777
SS6212C09,120.307774,22.597869
SS6212C10,120.536954,22.871207
SS6212C12,120.490285,22.693833
SS6212C15,120.553759,22.695689
SS6212C16,120.329304,22.79098
SS6212C23,120.469535,22.661284
SS6212C24,120.533712,22.559615
SS6212C25,120.463902,22.471893
SS6212C27,120.333075,22.6083
SS6212C30,120.489684,22.600707
SS6212C34,120.30189,22.619736
SS6212C35,120.315353,22.590119
SS6212C38,120.312783,22.580564
SS6212C39,120.65645,22.252326
SS6212C42,120.441227,22.714044
SS6212C49,120.497156,22.654116
SS6212C50,120.484161,22.590237
SS6212C51,120.506501,22.822044
SS6212C52,120.323296,22.707631
SS6212C53,120.493755,22.914148
SS6212C54,120.429142,22.592534
SS6212C58,120.538489,22.492287
SS6212C60,120.498833,22.666814
SS6212C65,120.56463,22.699733
SS6212C66,120.743402,22.024222
SS6212C69,120.546944,22.629614
SS6212C70,120.596543,22.380211
SS6212C71,120.51999,22.654819
SS6212C75,120.294263,22.758256
SS6212C77,120.55373,22.589853
SS6212C78,120.328674,22.572167
SS6212C80,120.5212,22.708116
SS6212C84,120.370716,22.563236
SS6212C85,120.360374,22.709333
SS6212C86,120.301449,22.696882
SS6212C87,120.291495,22.803007
SS6212C90,120.370739,22.697991
SS6212C91,120.495193,22.883371
SS6212C92,120.48094,22.573701
SS6212C93,118.334157,24.439283
SS6212C96,120.493739,22.768287
SS6212C97,118.325576,24.443525
SS6212C98,120.837528,22.016722
SS6212D01,120.519272,22.706188
SS6212D03,120.473263,22.654057
SS6212D06,120.31072,22.671452
SS6212D07,120.653186,22.263626
SS6212D10,120.444016,22.496103
SS6212D11,118.405128,24.438666
SS6212D17,120.6354968,22.9934591
SS6212D18,120.812187,23.245605
SS6212D19,120.332329,22.616964
SS6212D20,120.406557,22.632169
SS6212D21,120.262141,22.745473
SS6212D22,120.330205,22.724237
SS6212D24,120.324132,22.78914
SS6212D26,120.529882,22.77932
SS6212D27,120.72022,23.27624
SS6212D28,120.56109,22.698268
SS6212D31,119.943162,26.1598
SS6212D32,120.605451,22.83944
SS6212D33,120.263193,22.742267
SS6212D36,120.569694,22.793917
SS6212D48,120.268407,22.771769
SS6212D51,120.244997,22.792839
SS6212D55,120.463965,22.841135
SS6212D57,120.502564,22.449715
SS6212D58,120.500665,22.697966
SS6212D59,120.449831,22.774559
SS6212D60,120.559577,22.608212
SS6212D62,120.588424,22.395104
SS6212D63,120.386639,22.655997
SS6212D64,120.395446,22.515361
SS6212D65,120.522045,22.569684
SS6212D68,120.40548,22.594803
SS6212D69,120.502797,22.691757
SS6212D74,120.470814,22.460354
SS6212D76,120.358297,22.591273
SS6212D78,118.242929,24.428363
SS6212D79,120.46063,22.498386
SS6212D80,120.542996,22.483153
SS6212D81,118.410096,24.490558
SS6212D89,120.303739,22.6551
SS6212D93,120.530491,22.886178
SS6212D94,118.240689,24.434336
SS6212D95,120.307202,22.785737
SS6212D96,120.469076,22.482597
SS6212D98,120.326365,22.669729
SS6212E01,120.426528,22.663205
SS6212E03,120.401865,22.63965
SS6212E04,120.467813,22.655827
SS6212E05,120.383762,22.63601
SS6212E07,120.278986,22.804728
SS6212E11,120.572033,22.548519
SS6212E14,120.554069,22.561327
SS6212E15,120.310185,22.791098
SS6212E19,120.336517,22.616557
SS6212E20,120.503171,22.782326
SS6212E21,120.35232,22.6873871
SS6212E22,120.411652,22.56102
SS6212E23,120.40733,22.581855
SS6212E24,120.512768,22.666259
SS6212E25,120.481126,22.6651552
SS6212E26,120.5138303,22.6849542
SS6212E27,118.337454,24.430081
SS6212E28,120.391661,22.612267
SS6212E29,120.371957,22.57752
SS6212E30,120.360635,22.585071
SS6212E31,120.308922,22.653516
SS6212E32,120.533199,22.5371543
SS6212E33,120.312585,22.64474
SS6212E34,120.687872,22.2058758
SS6212E35,120.296533,22.660943
SS6212E36,120.326431,22.617008
SS6212E37,120.318322,22.640203
SS6212E38,120.3556762,22.6929873
SS6212E39,120.276732,22.724138
SS6212E40,120.401152,22.526304
SS6212E41,120.374544,22.62255
SS6212E42,120.610928,22.345764
SS6212E43,120.310493,22.68207
SS6212E44,120.355105,22.606803
SS6212E45,120.334711,22.602879
SS6212E46,120.348984,22.60704
SS6212E47,120.328202,22.56627
SS6212E48,120.3292109,22.6817378
SS6212E49,120.4635212,22.547151
SS6212E50,120.5401691,22.5602056
SS6212E51,120.3556762,22.6929873
SS6212E52,120.370363,22.6364
SS6212E53,120.4843116,22.6834712
SS6212E54,120.3649192,22.6450094
SS6212E55,120.5958,22.3835
SS6212E56,120.303022,22.727594
SS6212E57,120.318056,22.597062
SS6212E59,118.388235,24.443829
SS6212E60,120.31862,22.654009
SS6212E61,120.3134811,22.7861526
SS6212E62,120.257239,22.808286
SS6212E63,120.6005879,22.8292241
SS6212E64,120.321974,22.662996
SS6212E65,118.327308,24.435934
SS6212E66,120.3103555,22.7908173
SS6212W01,120.444309,22.466348
SS6212W03,120.443646,22.466556
SS6212W07,120.340192,22.555003
SS6212W12,119.9443438,26.1580753
TT6212A02,121.492975,25.062004
TT6212A03,121.395493,24.981079
TT6212A05,121.438043,25.077456
TT6212A09,121.460509,25.024717
TT6212A10,121.365216,24.939448
TT6212A16,121.585,25.057
TT6212A17,121.424975,25.001597
TT6212A18,121.511772,25.004067
TT6212A21,121.608417,25.072558
TT6212A24,121.473684,24.991134
TT6212A25,121.456454,25.120594
TT6212A28,121.493,25.089
TT6212A29,121.435297,25.023609
TT6212A30,121.542392,24.989423
TT6212A31,121.518724,24.974874
TT6212A33,121.531234,25.048786
TT6212A34,121.459029,25.063209
TT6212A37,121.455853,25.120419
TT6212A39,121.391652,24.962697
TT6212A44,121.437633,25.07775
TT6212A46,121.634138,25.068863
TT6212A50,121.424892,24.983974
TT6212A51,121.583478,25.078381
TT6212A53,121.621158,25.055135
TT6212A55,121.654932,25.069257
TT6212A59,121.521961,24.963696
TT6212A60,121.476702,24.991776
TT6212A61,121.504492,24.957899
TT6212A62,121.430098,24.999528
TT6212A67,121.528698,25.1016931
TT6212A68,121.436772,25.033027
TT6212A70,121.530974,24.96107
TT6212A71,121.501861,24.957445
TT6212A72,121.416095,25.00886
TT6212A73,121.425123,25.000829
TT6212A74,121.470951,24.939964
TT6212A78,121.4386099,25.0785306
TT6212A80,121.517415,24.981779
TT6212A83,121.435189,25.057611
TT6212A88,121.539409,25.072687
TT6212A89,121.415534,24.971472
TT6212A90,121.412031,24.980641
TT6212A95,121.414182,24.980238
TT6212A98,121.450827,25.061951
TT6212B03,121.608573,25.000212
TT6212B06,121.421247,24.996132
TT6212B08,121.4521194,25.2254155
TT6212B09,121.494463,25.007013
TT6212B10,121.479137,25.021033
TT6212B14,121.467593,24.993784
TT6212B17,121.397853,24.941968
TT6212B20,121.485483,24.998644
TT6212B24,121.419651,25.028135
TT6212B25,121.683401,25.068552
TT6212B27,121.496451,25.000284
TT6212B28,121.417347,25.032446
TT6212B30,121.465227,25.044631
TT6212B31,121.574975,25.069747
TT6212B33,121.365465,24.910167
TT6212B35,121.412042,24.98395
TT6212B40,121.49857,25.12471
TT6212B42,121.447935,25.141827
TT6212B43,121.508652,25.112526
TT6212B48,121.457996,25.173597
TT6212B51,121.484931,25.003479
TT6212B53,121.336213,24.97149
TT6212B61,121.536998,25.044388
TT6212B63,121.644262,25.008717
TT6212B68,121.449829,24.992238
TT6212B69,121.401548,24.9347609
TT6212B72,121.436981,25.063474
TT6212B79,121.459353,25.133656
TT6212B80,121.533527,24.981361
TT6212B81,121.505806,24.999548
TT6212B82,121.479038,25.011539
TT6212B85,121.353985,24.957167
TT6212B88,121.489882,25.075595
TT6212B93,121.440385,25.087156
TT6212B95,121.4768,25.0055
TT6212C03,121.433065,24.968552
TT6212C07,121.406028,24.961549
TT6212C09,121.387339,24.933455
TT6212C10,121.671889,25.066086
TT6212C16,121.449416,25.165484
TT6212C18,121.356633,24.940927
TT6212C22,121.420577,25.032339
TT6212C23,121.474285,25.071586
TT6212C34,121.480401,25.010017
TT6212C35,121.467977,25.052246
TT6212C37,121.469049,25.077242
TT6212C38,121.498532,25.121565
TT6212C39,121.500635,25.027303
TT6212C40,121.498704,25.021918
TT6212C41,121.383541,25.090438
TT6212C42,121.431713,24.965654
TT6212C44,121.340132,24.947659
TT6212C46,121.488748,25.077009
TT6212C47,121.488812,25.077145
TT6212C48,121.568527,25.077845
TT6212C54,121.372254,25.075046
TT6212C57,121.511922,24.992398
TT6212C58,121.484907,25.002842
TT6212C59,121.440532,25.033583
TT6212C68,121.333308,24.964253
TT6212C70,121.617794,25.067427
TT6212C76,121.439616,25.063733
TT6212C78,121.411594,25.15295
TT6212C79,121.55827,25.006575
TT6212C81,121.475316,25.070837
TT6212C83,121.3855746,24.9492046
TT6212C85,121.3853078,24.9460652
TT6212C87,121.479521,25.020887
TT6212C91,121.356636,24.940924
